x,y,timestamp,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz
121.438324,421.9154,11902618,0.90000004,0.08510638,0.0,0.0,-0.24170226,1.6565995,-1.1616235,0.0017608567,7.203505E-4,-1.6007788E-4
121.438324,421.9154,11902649,0.975,0.08510638,-0.0039891386,-0.01328606,-0.24170226,1.6565995,-1.1616235,0.0017608567,7.203505E-4,-1.6007788E-4
121.438324,421.9154,11902662,0.975,0.08510638,0.009937884,0.032468855,-0.24170226,1.6565995,-1.1616235,0.003885513,0.0,-2.2855957E-4
121.438324,421.9154,11902682,0.96250004,0.08510638,0.004639761,0.019037228,-0.24170226,1.6565995,-1.1616235,0.003885513,0.0,-2.2855957E-4
121.438324,421.9154,11902699,0.9875,0.09574468,-0.0016550982,-0.005751834,-0.24170226,1.6565995,-1.1616235,0.003885513,0.0,-2.2855957E-4
110.664444,446.16663,11902732,1.0125,0.12765957,-353.72363,766.0945,-0.24170226,1.6565995,-1.1616235,0.003885513,0.0,-2.2855957E-4
112.875336,463.32434,11902749,1.0125,0.08510638,-255.38945,1156.1564,-0.3613618,1.6292796,-1.6012988,1.8378507E-5,3.6757014E-5,9.189253E-5
120.06265,487.02283,11902766,1.0125,0.08510638,268.46027,1530.6168,-0.3613618,1.6292796,-1.6012988,1.8378507E-5,3.6757014E-5,9.189253E-5
127.78206,502.33557,11902782,1.0,0.10638297,685.2112,1402.4235,-0.3613618,1.6292796,-1.6012988,1.8378507E-5,3.6757014E-5,9.189253E-5
137.1105,522.1727,11902799,1.0,0.08510638,747.1311,1229.2617,-0.3613618,1.6292796,-1.6012988,1.8378507E-5,3.6757014E-5,9.189253E-5
143.57097,533.1647,11902816,0.9875,0.09574468,677.4088,990.5268,-0.3613618,1.6292796,-1.6012988,-2.1041854E-4,-5.7386875E-5,0.0
152.5605,543.75793,11902832,0.975,0.10638297,527.96204,587.937,-0.3613618,1.6292796,-1.6012988,-2.1041854E-4,-5.7386875E-5,0.0
163.70729,550.1936,11902849,1.0,0.09574468,551.9553,303.84012,-0.3613618,1.6292796,-1.6012988,-2.1041854E-4,-5.7386875E-5,0.0
176.5019,551.63684,11902866,1.0,0.09574468,715.8536,-4.5824456,-0.3613618,1.6292796,-1.6012988,-2.1041854E-4,-5.7386875E-5,0.0
189.00891,545.95483,11902883,0.975,0.08510638,866.7473,-308.77188,-0.3613618,1.6292796,-1.6012988,-6.610113E-4,4.7215093E-5,4.7215093E-5
201.44672,534.3495,11902899,1.0,0.09574468,881.6583,-741.1575,-0.3613618,1.6292796,-1.6012988,-6.610113E-4,4.7215093E-5,4.7215093E-5
214.90549,517.8767,11902916,0.96250004,0.12765957,827.48535,-1201.7396,-0.3613618,1.6292796,-1.6012988,-6.610113E-4,4.7215093E-5,4.7215093E-5
226.82526,497.57813,11902933,0.975,0.08510638,769.62085,-1473.5741,-0.3613618,1.6292796,-1.6012988,-6.610113E-4,4.7215093E-5,4.7215093E-5
242.62985,465.54053,11902949,0.96250004,0.12765957,860.53326,-1927.3512,-0.3613618,1.6292796,-1.6012988,1.9510658E-4,1.1148947E-4,5.5744735E-5
252.4963,437.24902,11902966,0.96250004,0.09574468,775.5404,-2098.1067,-0.3613618,1.6292796,-1.6012988,1.9510658E-4,1.1148947E-4,5.5744735E-5
260.6301,410.255,11902983,0.96250004,0.12765957,580.70483,-2066.5667,-0.3613618,1.6292796,-1.6012988,1.9510658E-4,1.1148947E-4,5.5744735E-5
270.13766,382.08765,11903000,0.95,0.08510638,438.3491,-1882.0492,-0.3613618,1.6292796,-1.6012988,1.9510658E-4,1.1148947E-4,5.5744735E-5
279.3963,354.23364,11903016,0.96250004,0.12765957,412.6368,-1653.4503,-0.3613618,1.6292796,-1.6012988,1.709958E-4,4.885594E-5,0.0
288.43304,328.01477,11903033,1.0125,0.08510638,541.2614,-1640.5416,-0.3613618,1.6292796,-1.6012988,1.709958E-4,4.885594E-5,0.0
295.6474,303.68848,11903050,0.96250004,0.12765957,505.94193,-1505.9677,-0.3613618,1.6292796,-1.6012988,1.709958E-4,4.885594E-5,0.0
303.19098,279.53516,11903066,0.975,0.08510638,425.59122,-1384.658,-0.3613618,1.6292796,-1.6012988,1.709958E-4,4.885594E-5,0.0
308.9309,254.68616,11903083,0.975,0.11702127,337.42932,-1349.5109,-0.3613618,1.6292796,-1.6012988,1.709958E-4,4.885594E-5,0.0
316.89252,230.0481,11903100,0.96250004,0.09574468,345.9948,-1414.061,-0.3613618,1.6292796,-1.6012988,7.1179684E-6,2.8471874E-5,-7.1179684E-6
325.7935,203.16528,11903117,0.95,0.08510638,443.44183,-1513.768,-0.3613618,1.6292796,-1.6012988,7.1179684E-6,2.8471874E-5,-7.1179684E-6
334.66,180.79932,11903133,0.9375,0.09574468,557.7604,-1525.6996,-0.3613618,1.6292796,-1.6012988,7.1179684E-6,2.8471874E-5,-7.1179684E-6
341.93973,160.50964,11903150,0.975,0.08510638,552.10126,-1331.8153,-0.3613618,1.6292796,-1.6012988,7.1179684E-6,2.8471874E-5,-7.1179684E-6
346.56586,146.74341,11903167,0.95,0.10638297,407.93988,-980.77466,-0.3613618,1.6292796,-1.6012988,3.3386226E-5,1.1128742E-5,1.1128742E-5
349.5346,135.94824,11903183,0.96250004,0.12765957,195.9665,-588.42053,-0.3613618,1.6292796,-1.6012988,3.3386226E-5,1.1128742E-5,1.1128742E-5
350.98303,130.73828,11903200,0.95,0.10638297,27.707985,-220.46378,-0.3613618,1.6292796,-1.6012988,3.3386226E-5,1.1128742E-5,1.1128742E-5
351.36346,128.47595,11903217,0.95,0.10638297,-74.3477,50.92232,-0.3613618,1.6292796,-1.6012988,3.3386226E-5,1.1128742E-5,1.1128742E-5
351.36346,126.608765,11903233,0.975,0.10638297,-106.89143,171.77927,-0.3613618,1.6292796,-1.6012988,1.6438245E-5,8.219123E-6,8.219123E-6
351.36346,126.04382,11903250,0.96250004,0.12765957,-78.03164,146.1924,-0.3613618,1.6292796,-1.6012988,1.6438245E-5,8.219123E-6,8.219123E-6
351.09833,131.53711,11903267,0.975,0.12765957,-46.116886,221.9947,-0.3613618,1.6292796,-1.6012988,1.6438245E-5,8.219123E-6,8.219123E-6
349.14737,155.12854,11903284,1.0,0.08510638,-67.96615,882.1576,-0.3613618,1.6292796,-1.6012988,1.6438245E-5,8.219123E-6,8.219123E-6
345.85287,183.32898,11903300,0.96250004,0.10638297,-171.99881,1838.2301,-0.20908946,1.3834233,-0.9130392,0.0,0.0,0.0
344.8656,217.23682,11903317,0.9875,0.08510638,-206.70432,2562.386,-0.20908946,1.3834233,-0.9130392,0.0,0.0,0.0
346.18274,253.24976,11903334,0.96250004,0.09574468,-82.590385,2759.0667,-0.20908946,1.3834233,-0.9130392,0.0,0.0,0.0
349.6447,286.98364,11903350,0.96250004,0.09574468,149.009,2533.1096,-0.20908946,1.3834233,-0.9130392,0.0,0.0,0.0
355.28302,316.7202,11903367,0.95,0.08510638,379.85406,2129.9915,-0.20908946,1.3834233,-0.9130392,-2.4575024E-4,-2.0479187E-5,4.0958374E-5
359.4619,334.31274,11903384,0.925,0.12765957,439.11996,1489.362,-0.20908946,1.3834233,-0.9130392,-2.4575024E-4,-2.0479187E-5,4.0958374E-5
363.5455,343.1692,11903401,0.9125,0.12765957,378.92084,660.65247,-0.20908946,1.3834233,-0.9130392,-2.4575024E-4,-2.0479187E-5,4.0958374E-5
371.75455,351.7213,11903417,0.9375,0.10638297,393.82562,56.510754,-0.20908946,1.3834233,-0.9130392,-2.4575024E-4,-2.0479187E-5,4.0958374E-5
383.6169,357.77808,11903434,0.95,0.09574468,568.4893,-135.99313,-0.20908946,1.3834233,-0.9130392,-2.4575024E-4,-2.0479187E-5,4.0958374E-5
398.0006,358.83167,11903451,0.96250004,0.09574468,850.64386,-157.89107,-0.20908946,1.3834233,-0.9130392,-5.3687072E-5,0.0,0.0
413.95294,352.54712,11903467,0.9125,0.12765957,1132.4515,-276.10745,-0.20908946,1.3834233,-0.9130392,-5.3687072E-5,0.0,0.0
433.1967,338.08887,11903484,0.9375,0.08510638,1247.7192,-800.45557,-0.20908946,1.3834233,-0.9130392,-5.3687072E-5,0.0,0.0
452.31506,314.20508,11903501,0.95,0.09574468,1293.8129,-1498.2095,-0.20908946,1.3834233,-0.9130392,-5.3687072E-5,0.0,0.0
471.36713,284.12158,11903518,0.95,0.09574468,1286.6606,-2081.4602,-0.20908946,1.3834233,-0.9130392,9.63777E-5,3.855108E-5,-3.855108E-5
