img_id,has_oilpalm
train/img_0000.jpg,0
train/img_0001.jpg,0
train/img_0002.jpg,0
train/img_0003.jpg,0
train/img_0004.jpg,0
train/img_0005.jpg,0
train/img_0006.jpg,0
train/img_0007.jpg,0
train/img_0008.jpg,0
train/img_0009.jpg,0
train/img_0010.jpg,0
train/img_0011.jpg,0
train/img_0012.jpg,0
train/img_0013.jpg,0
train/img_0014.jpg,1
train/img_0015.jpg,0
train/img_0016.jpg,0
train/img_0017.jpg,0
train/img_0018.jpg,0
train/img_0019.jpg,0
train/img_0020.jpg,0
train/img_0021.jpg,0
train/img_0022.jpg,0
train/img_0023.jpg,0
train/img_0024.jpg,0
train/img_0025.jpg,0
train/img_0026.jpg,0
train/img_0027.jpg,0
train/img_0028.jpg,0
train/img_0029.jpg,1
train/img_0030.jpg,0
train/img_0031.jpg,0
train/img_0032.jpg,0
train/img_0033.jpg,0
train/img_0034.jpg,1
train/img_0035.jpg,0
train/img_0036.jpg,0
train/img_0037.jpg,0
train/img_0038.jpg,0
train/img_0039.jpg,0
train/img_0040.jpg,0
train/img_0041.jpg,0
train/img_0042.jpg,0
train/img_0043.jpg,0
train/img_0044.jpg,0
train/img_0045.jpg,1
train/img_0046.jpg,1
train/img_0047.jpg,0
train/img_0048.jpg,0
train/img_0049.jpg,0
train/img_0050.jpg,0
train/img_0051.jpg,0
train/img_0052.jpg,0
train/img_0053.jpg,0
train/img_0054.jpg,0
train/img_0055.jpg,0
train/img_0056.jpg,0
train/img_0057.jpg,0
train/img_0058.jpg,0
train/img_0059.jpg,1
train/img_0060.jpg,1
train/img_0061.jpg,0
train/img_0062.jpg,0
train/img_0063.jpg,0
train/img_0064.jpg,0
train/img_0065.jpg,0
train/img_0066.jpg,0
train/img_0067.jpg,0
train/img_0068.jpg,0
train/img_0069.jpg,0
train/img_0070.jpg,0
train/img_0071.jpg,0
train/img_0072.jpg,0
train/img_0073.jpg,0
train/img_0074.jpg,0
train/img_0075.jpg,1
train/img_0076.jpg,0
train/img_0077.jpg,0
train/img_0078.jpg,0
train/img_0079.jpg,0
train/img_0080.jpg,0
train/img_0081.jpg,0
train/img_0082.jpg,0
train/img_0083.jpg,0
train/img_0084.jpg,0
train/img_0085.jpg,0
train/img_0086.jpg,0
train/img_0087.jpg,0
train/img_0088.jpg,0
train/img_0089.jpg,0
train/img_0090.jpg,0
train/img_0091.jpg,0
train/img_0092.jpg,0
train/img_0093.jpg,0
train/img_0094.jpg,0
train/img_0095.jpg,0
train/img_0096.jpg,0
train/img_0097.jpg,0
train/img_0098.jpg,0
train/img_0099.jpg,0
train/img_0100.jpg,1
train/img_0101.jpg,0
train/img_0102.jpg,0
train/img_0103.jpg,0
train/img_0104.jpg,0
train/img_0105.jpg,0
train/img_0106.jpg,0
train/img_0107.jpg,0
train/img_0108.jpg,0
train/img_0109.jpg,0
train/img_0110.jpg,0
train/img_0111.jpg,0
train/img_0112.jpg,1
train/img_0113.jpg,0
train/img_0114.jpg,0
train/img_0115.jpg,0
train/img_0116.jpg,0
train/img_0117.jpg,0
train/img_0118.jpg,0
train/img_0119.jpg,0
train/img_0120.jpg,0
train/img_0121.jpg,0
train/img_0122.jpg,1
train/img_0123.jpg,0
train/img_0124.jpg,0
train/img_0125.jpg,0
train/img_0126.jpg,0
train/img_0127.jpg,0
train/img_0128.jpg,0
train/img_0129.jpg,0
train/img_0130.jpg,0
train/img_0131.jpg,0
train/img_0132.jpg,0
train/img_0133.jpg,0
train/img_0134.jpg,0
train/img_0135.jpg,0
train/img_0136.jpg,1
train/img_0137.jpg,0
train/img_0138.jpg,0
train/img_0139.jpg,0
train/img_0140.jpg,0
train/img_0141.jpg,0
train/img_0142.jpg,0
train/img_0143.jpg,0
train/img_0144.jpg,0
train/img_0145.jpg,0
train/img_0146.jpg,0
train/img_0147.jpg,0
train/img_0148.jpg,0
train/img_0149.jpg,0
train/img_0150.jpg,0
train/img_0151.jpg,0
train/img_0152.jpg,0
train/img_0153.jpg,0
train/img_0154.jpg,0
train/img_0155.jpg,0
train/img_0156.jpg,0
train/img_0157.jpg,0
train/img_0158.jpg,0
train/img_0159.jpg,1
train/img_0160.jpg,0
train/img_0161.jpg,0
train/img_0162.jpg,0
train/img_0163.jpg,0
train/img_0164.jpg,0
train/img_0165.jpg,0
train/img_0166.jpg,0
train/img_0167.jpg,0
train/img_0168.jpg,0
train/img_0169.jpg,0
train/img_0170.jpg,0
train/img_0171.jpg,0
train/img_0172.jpg,0
train/img_0173.jpg,0
train/img_0174.jpg,0
train/img_0175.jpg,0
train/img_0176.jpg,0
train/img_0177.jpg,0
train/img_0178.jpg,1
train/img_0179.jpg,0
train/img_0180.jpg,0
train/img_0181.jpg,0
train/img_0182.jpg,0
train/img_0183.jpg,0
train/img_0184.jpg,0
train/img_0185.jpg,0
train/img_0186.jpg,0
train/img_0187.jpg,0
train/img_0188.jpg,0
train/img_0189.jpg,0
train/img_0190.jpg,0
train/img_0191.jpg,0
train/img_0192.jpg,0
train/img_0193.jpg,1
train/img_0194.jpg,0
train/img_0195.jpg,0
train/img_0196.jpg,0
train/img_0197.jpg,0
train/img_0198.jpg,0
train/img_0199.jpg,0
train/img_0200.jpg,0
train/img_0201.jpg,0
train/img_0202.jpg,0
train/img_0203.jpg,0
train/img_0204.jpg,0
train/img_0205.jpg,0
train/img_0206.jpg,0
train/img_0207.jpg,0
train/img_0208.jpg,0
train/img_0209.jpg,0
train/img_0210.jpg,0
train/img_0211.jpg,0
train/img_0212.jpg,0
train/img_0213.jpg,0
train/img_0214.jpg,0
train/img_0215.jpg,0
train/img_0216.jpg,0
train/img_0217.jpg,0
train/img_0218.jpg,0
train/img_0219.jpg,0
train/img_0220.jpg,0
train/img_0221.jpg,1
train/img_0222.jpg,0
train/img_0223.jpg,1
train/img_0224.jpg,0
train/img_0225.jpg,0
train/img_0226.jpg,0
train/img_0227.jpg,0
train/img_0228.jpg,0
train/img_0229.jpg,0
train/img_0230.jpg,0
train/img_0231.jpg,0
train/img_0232.jpg,0
train/img_0233.jpg,0
train/img_0234.jpg,0
train/img_0235.jpg,0
train/img_0236.jpg,0
train/img_0237.jpg,0
train/img_0238.jpg,0
train/img_0239.jpg,0
train/img_0240.jpg,0
train/img_0241.jpg,0
train/img_0242.jpg,0
train/img_0243.jpg,0
train/img_0244.jpg,0
train/img_0245.jpg,0
train/img_0246.jpg,0
train/img_0247.jpg,0
train/img_0248.jpg,0
train/img_0249.jpg,0
train/img_0250.jpg,0
train/img_0251.jpg,0
train/img_0252.jpg,0
train/img_0253.jpg,0
train/img_0254.jpg,1
train/img_0255.jpg,0
train/img_0256.jpg,0
train/img_0257.jpg,0
train/img_0258.jpg,0
train/img_0259.jpg,0
train/img_0260.jpg,0
train/img_0261.jpg,0
train/img_0262.jpg,0
train/img_0263.jpg,0
train/img_0264.jpg,0
train/img_0265.jpg,0
train/img_0266.jpg,1
train/img_0267.jpg,0
train/img_0268.jpg,0
train/img_0269.jpg,0
train/img_0270.jpg,0
train/img_0271.jpg,1
train/img_0272.jpg,0
train/img_0273.jpg,0
train/img_0274.jpg,0
train/img_0275.jpg,0
train/img_0276.jpg,0
train/img_0277.jpg,0
train/img_0278.jpg,0
train/img_0279.jpg,1
train/img_0280.jpg,0
train/img_0281.jpg,0
train/img_0282.jpg,0
train/img_0283.jpg,0
train/img_0284.jpg,0
