x,y,timestamp,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz
381.85355,253.98828,73085803,1.0,0.10638297,0.0,0.0,0.2692951,-0.32744312,0.2529955,0.0012797993,7.820996E-4,0.0
381.85355,253.98828,73085826,1.0125,0.12765957,-0.047111776,-0.030625114,-0.4565639,0.09004545,0.0023965836,0.0,0.0,0.0
381.85355,253.98828,73085843,0.9875,0.12765957,-0.024405725,-0.016737878,-0.4565639,0.09004545,0.0023965836,0.0,0.0,0.0
388.08115,242.91821,73085860,0.975,0.08510638,321.59155,-571.6609,-0.4565639,0.09004545,0.0023965836,0.0,0.0,0.0
417.36923,214.9696,73085877,0.95,0.09574468,1463.2125,-1626.3638,-0.4565639,0.09004545,0.0023965836,0.0,0.0,0.0
451.32855,200.09692,73085893,0.9375,0.10638297,2250.6646,-1727.3218,-0.4565639,0.09004545,0.0023965836,9.961993E-4,-2.3439982E-4,0.0
480.78955,191.76819,73085910,0.925,0.12765957,2736.9568,-1369.3368,-0.4565639,0.09004545,0.0023965836,9.961993E-4,-2.3439982E-4,0.0
509.49805,188.23901,73085927,0.925,0.12765957,2548.1418,-607.03467,-0.4565639,0.09004545,0.0023965836,9.961993E-4,-2.3439982E-4,0.0
530.34686,190.07056,73085943,0.9375,0.12765957,1626.8522,410.02386,-0.4565639,0.09004545,0.0023965836,9.961993E-4,-2.3439982E-4,0.0
546.6857,195.6947,73085960,0.96250004,0.10638297,989.08057,611.0512,-0.4565639,0.09004545,0.0023965836,1.3818532E-4,-3.1091695E-4,0.0
558.39465,206.73767,73085977,0.95,0.08510638,508.743,817.69727,-0.4565639,0.09004545,0.0023965836,1.3818532E-4,-3.1091695E-4,0.0
567.2089,232.00708,73085993,0.9125,0.10638297,275.04898,1303.697,-0.4565639,0.09004545,0.0023965836,1.3818532E-4,-3.1091695E-4,0.0
563.41675,267.07837,73086010,0.8625,0.08510638,-98.70415,2083.806,-0.4565639,0.09004545,0.0023965836,1.3818532E-4,-3.1091695E-4,0.0
549.3414,300.7467,73086027,0.85,0.12765957,-755.01776,2652.1147,-0.4565639,0.09004545,0.0023965836,-4.8265766E-4,4.3877968E-5,0.0
536.2395,325.17163,73086044,0.85,0.09574468,-1293.8108,2422.2944,-0.4565639,0.09004545,0.0023965836,-4.8265766E-4,4.3877968E-5,0.0
530.212,334.6565,73086063,0.90000004,0.12765957,-1175.5114,1291.321,-0.4565639,0.09004545,0.0023965836,-4.8265766E-4,4.3877968E-5,0.0
526.5806,341.86414,73086079,0.9375,0.12765957,-429.65576,28.225863,-0.4565639,0.09004545,0.0023965836,-4.8265766E-4,4.3877968E-5,0.0
525.57874,344.13245,73086096,0.925,0.12765957,106.958405,-446.43503,-0.4565639,0.09004545,0.0023965836,-1.6179332E-4,-2.5886932E-4,0.0
530.00287,345.1322,73086113,0.9125,0.12765957,336.25662,-418.45908,-0.4565639,0.09004545,0.0023965836,-1.6179332E-4,-2.5886932E-4,0.0
552.86816,344.8982,73086130,0.9375,0.12765957,869.3322,-209.70555,-0.4565639,0.09004545,0.0023965836,-1.6179332E-4,-2.5886932E-4,0.0
584.0183,343.72717,73086146,0.9125,0.12765957,1869.2249,-188.48807,-0.4565639,0.09004545,0.0023965836,-1.6179332E-4,-2.5886932E-4,0.0
617.8539,344.40442,73086163,0.90000004,0.10638297,2619.9495,-120.26405,-0.4565639,0.09004545,0.0023965836,-7.258917E-5,2.5406212E-4,0.0
648.042,352.2235,73086180,0.8875,0.12765957,2749.928,145.24954,-0.4565639,0.09004545,0.0023965836,-7.258917E-5,2.5406212E-4,0.0
672.858,366.01184,73086196,0.8875,0.08510638,1900.5791,745.71954,-0.4565639,0.09004545,0.0023965836,-7.258917E-5,2.5406212E-4,0.0
686.28156,381.72546,73086213,0.8625,0.11702127,1175.7574,1137.2373,-0.4565639,0.09004545,0.0023965836,-7.258917E-5,2.5406212E-4,0.0
694.71094,402.94873,73086230,0.90000004,0.11702127,445.2094,1475.3025,-0.4565639,0.09004545,0.0023965836,-3.651104E-4,-5.020268E-4,0.0
693.47473,421.46765,73086247,0.95,0.09574468,-233.25285,1488.1464,-0.4565639,0.09004545,0.0023965836,-3.651104E-4,-5.020268E-4,0.0
684.4359,434.04248,73086263,0.975,0.10638297,-787.8679,1192.9783,-0.4565639,0.09004545,0.0023965836,-3.651104E-4,-5.020268E-4,0.0
650.95355,458.52905,73086280,0.96250004,0.12765957,-1657.3514,1114.998,-0.4565639,0.09004545,0.0023965836,-3.651104E-4,-5.020268E-4,0.0
603.77795,484.87683,73086297,0.925,0.08510638,-2994.4968,1387.1617,-0.4565639,0.09004545,0.0023965836,-1.0133205E-4,-1.2666505E-4,0.0
555.37463,505.05176,73086313,0.9375,0.10638297,-3863.9832,1617.5906,-0.4565639,0.09004545,0.0023965836,-1.0133205E-4,-1.2666505E-4,0.0
514.6678,517.08606,73086330,0.95,0.10638297,-3729.3271,1268.9526,-0.4565639,0.09004545,0.0023965836,-1.0133205E-4,-1.2666505E-4,0.0
480.06854,524.13416,73086347,0.9375,0.11702127,-2789.9602,532.73755,-0.4565639,0.09004545,0.0023965836,-1.0133205E-4,-1.2666505E-4,0.0
450.90472,526.7588,73086363,0.9125,0.08510638,-1784.1954,-107.26977,0.12274891,-0.12796354,-0.16608334,0.0,0.0,0.0
434.83932,525.87024,73086380,0.6875,0.11702127,-1038.4159,-363.74625,0.12274891,-0.12796354,-0.16608334,0.0,0.0,0.0
434.33646,525.87024,73086381,0.38750002,0.12765957,-983.00775,-353.87582,0.12274891,-0.12796354,-0.16608334,0.0,0.0,0.0
434.33646,525.87024,73086390,0.38750002,0.12765957,-983.00775,-353.87582,0.12274891,-0.12796354,-0.16608334,0.0,0.0,0.0
467.32574,212.22864,73086574,1.0125,0.08510638,0.0,0.0,0.12274891,-0.12796354,-0.16608334,3.5192107E-4,-1.0557633E-4,0.0
467.32574,212.22864,73086597,1.025,0.08510638,0.018201903,0.0077064713,0.12274891,-0.12796354,-0.16608334,3.5192107E-4,-1.0557633E-4,0.0
473.35577,229.2002,73086614,0.90000004,0.12765957,493.3371,1388.4363,0.12274891,-0.12796354,-0.16608334,3.5192107E-4,-1.0557633E-4,0.0
483.13385,271.6515,73086631,0.85,0.09574468,783.8074,3004.2822,0.12274891,-0.12796354,-0.16608334,-0.0010283428,-3.6294447E-4,0.0
