,user,feature,target
0,USER1,2.55837363514366e-65,1
1,USER1,2.538144716130362e-58,1
2,USER1,1.3192859283254287e-65,1
3,USER1,8.98750287652824e-59,1
4,USER1,1.1156356395281802e-54,1
5,USER1,5.2082006981909565e-59,1
6,USER1,6.79151469812159e-58,1
7,USER1,4.485083096873097e-70,1
8,USER1,2.612859362454182e-54,1
9,USER1,2.0480288918457137e-61,1
10,USER1,1.2352348320753356e-58,1
11,USER1,5.361599185720384e-62,1
12,USER1,6.5941911692385505e-52,1
13,USER1,1.4042511632959443e-56,1
14,USER1,4.914724268199713e-50,1
15,USER1,3.2861921976024682e-52,1
16,USER1,2.438464730515779e-61,1
17,USER1,4.0056308497661424e-57,1
18,USER1,1.0978226676146507e-54,1
19,USER1,1.9254350742751985e-56,1
20,USER1,8.407843573762886e-57,1
21,USER1,5.1670106396299855e-61,1
22,USER1,9.795640168855875e-54,1
23,USER1,1.5665042854923214e-61,1
24,USER1,6.8396256549549575e-49,1
25,USER1,1.1123592674908887e-53,1
26,USER1,1.7003436463836067e-58,1
27,USER1,2.1820714323514256e-52,1
28,USER1,2.912038103305304e-49,1
29,USER1,6.366451561339946e-63,1
30,USER1,1.664992888614577e-45,1
31,USER1,3.6290428324562285e-50,1
32,USER1,9.074991302975003e-66,1
33,USER1,1.799605039085244e-58,1
34,USER1,1.3232266219011864e-54,1
35,USER1,1.41196939397401e-55,1
36,USER1,1.833192916821385e-64,1
37,USER1,1.411820393357239e-60,1
38,USER1,1.1096024135430093e-50,1
39,USER1,2.4141479377581916e-54,1
40,USER1,2.4341604768256486e-56,1
41,USER1,1.5707167203080926e-55,1
42,USER1,1.2810891765068747e-54,1
43,USER1,4.886202804813041e-48,1
44,USER1,6.196580032118835e-58,1
45,USER1,1.5166483569756588e-62,1
46,USER1,1.288240845031987e-122,1
47,USER1,8.747612863814267e-140,1
48,USER1,2.499305737125444e-124,1
49,USER1,3.369658685896597e-76,1
50,USER1,5.701722283939716e-301,1
51,USER1,6.059001404970181e-220,1
52,USER1,4.081258542458952e-241,1
53,USER1,3.390994673386849e-189,1
54,USER1,1.7323460962276239e-137,1
55,USER1,1.1978602954228902e-204,1
56,USER1,3.4627693658641796e-175,1
57,USER1,9.409743264343102e-134,1
58,USER1,1.3851425490752992e-171,1
59,USER1,8.908074904662498e-149,1
0,USER10,1.0729858567119001e-52,1
1,USER10,1.2436102040192318e-52,1
2,USER10,1.5322972938517563e-67,1
3,USER10,1.4679913967359771e-67,1
4,USER10,1.1331857804498972e-57,1
5,USER10,6.3385245597675665e-56,1
6,USER10,1.206589973114079e-64,1
7,USER10,7.553990834741531e-63,1
8,USER10,1.2226719025145176e-57,1
9,USER10,1.2949091851598297e-63,1
10,USER10,2.099312872525384e-65,1
11,USER10,5.434141912892927e-54,1
12,USER10,1.2371394109758743e-60,1
13,USER10,6.285213833131327e-67,1
14,USER10,1.7471422253009746e-59,1
15,USER10,6.5880173740129166e-52,1
16,USER10,2.6467515285328457e-58,1
17,USER10,4.12126652036955e-64,1
18,USER10,9.196679867360281e-53,1
19,USER10,2.5125512741105883e-63,1
20,USER10,1.5512227968631065e-61,1
21,USER10,2.1119907635110618e-50,1
22,USER10,1.0090426312938474e-48,1
23,USER10,2.7549157637026404e-85,1
24,USER10,5.5743670079680584e-52,1
25,USER10,1.0433762215743789e-51,1
26,USER10,6.870274801045201e-59,1
27,USER10,2.5474867565593067e-57,1
28,USER10,1.2292037688401383e-54,1
29,USER10,1.1836714153232248e-56,1
30,USER10,9.526288040794357e-62,1
31,USER10,1.698996362575806e-59,1
32,USER10,1.3056205107280134e-57,1
33,USER10,3.1478133482135046e-62,1
34,USER10,2.8802456087412675e-56,1
35,USER10,4.458493510948739e-62,1
36,USER10,7.167515631326287e-69,1
37,USER10,3.276742988419073e-66,1
38,USER10,1.0800000942784225e-56,1
39,USER10,5.235840942281962e-56,1
40,USER10,0.0,1
41,USER10,1.485098431440117e-297,1
42,USER10,0.0,1
43,USER10,0.0,1
44,USER10,0.0,1
45,USER10,0.0,1
46,USER10,9.423517361947118e-238,1
47,USER10,3.90807477228036e-161,1
48,USER10,0.0,1
49,USER10,3.0870372583004983e-301,1
50,USER10,1.5545799343621927e-169,1
51,USER10,1.0415350913334731e-156,1
52,USER10,3.4143320754997017e-186,1
53,USER10,2.985690928017828e-126,1
54,USER10,7.47472418151093e-65,1
55,USER10,1.3327324178253633e-109,1
56,USER10,4.887358943955353e-191,1
57,USER10,1.3029953596089288e-97,1
58,USER10,5.021068249034195e-94,1
59,USER10,7.224010819286623e-107,1
0,USER11,5.388892812572993e-47,1
1,USER11,1.339314394456997e-52,1
2,USER11,5.211781736523553e-57,1
3,USER11,3.6933884681794296e-65,1
4,USER11,1.8424307212646295e-45,1
5,USER11,1.0729334109802571e-44,1
6,USER11,1.641708104994922e-60,1
7,USER11,4.3889403731202935e-58,1
8,USER11,1.9637756334657347e-47,1
9,USER11,5.67614863143103e-48,1
10,USER11,6.764293159689276e-55,1
11,USER11,1.3200163663928847e-49,1
12,USER11,2.231941709922398e-53,1
13,USER11,1.2770491860280805e-53,1
14,USER11,4.288144587472443e-42,1
15,USER11,4.7273261327943416e-48,1
16,USER11,1.357614891300552e-63,1
17,USER11,2.682733051514386e-47,1
18,USER11,3.5584249247722836e-59,1
19,USER11,3.503779716459776e-55,1
20,USER11,1.14781492735026e-56,1
21,USER11,6.794440995574206e-51,1
22,USER11,1.8439871408803523e-56,1
23,USER11,1.1421051365436905e-55,1
24,USER11,2.2654749649451705e-48,1
25,USER11,1.7696796270833604e-49,1
26,USER11,2.841478803493171e-45,1
27,USER11,2.5353553048910955e-48,1
28,USER11,4.227732285073995e-56,1
29,USER11,1.8811970149980437e-44,1
30,USER11,2.2260606742276397e-50,1
31,USER11,1.8995708183207805e-52,1
32,USER11,4.740451753199568e-59,1
33,USER11,3.607991958440836e-45,1
34,USER11,5.346938975668393e-56,1
35,USER11,2.2109821522466925e-46,1
36,USER11,2.83614879190727e-51,1
37,USER11,1.3583603882492239e-48,1
38,USER11,3.62668159317886e-49,1
39,USER11,5.239738313803074e-41,1
40,USER11,7.936535707708785e-129,1
41,USER11,1.7874318940085174e-137,1
42,USER11,5.575876376696716e-115,1
43,USER11,7.471225597010888e-170,1
44,USER11,2.122745230175207e-214,1
45,USER11,2.6445541307204547e-57,1
46,USER11,7.008194226529553e-75,1
47,USER11,8.656145462123951e-66,1
48,USER11,4.9500762280841676e-67,1
49,USER11,2.8918504310216556e-53,1
