,user,feature,target
0,USER1,0.16286357366928986,1
1,USER1,0.13446130920750168,1
2,USER1,0.16159714408744505,1
3,USER1,0.14204447302342676,1
4,USER1,0.13181566889085913,1
5,USER1,0.1501580956841628,1
6,USER1,0.12984156436768263,1
7,USER1,0.15864679308338336,1
8,USER1,0.16048712548554794,1
9,USER1,0.12575360895722051,1
10,USER1,0.1399633276652095,1
11,USER1,0.13721342960509492,1
12,USER1,0.13802166746828914,1
13,USER1,0.15049280711238003,1
14,USER1,0.14613635921341026,1
15,USER1,0.13600668314794018,1
16,USER1,0.12872192093273524,1
17,USER1,0.1436636473360223,1
18,USER1,0.13658854878441587,1
19,USER1,0.15063516211882408,1
20,USER1,0.13507828807681665,1
21,USER1,0.14419055126418787,1
22,USER1,0.1408588385816462,1
23,USER1,0.12804605622750126,1
24,USER1,0.13032186803836693,1
25,USER1,0.13949730864287446,1
26,USER1,0.142349299229655,1
27,USER1,0.16606486835186243,1
28,USER1,0.134409578727971,1
29,USER1,0.13259169968407752,1
30,USER1,0.14880138406296434,1
31,USER1,0.13123435665667457,1
32,USER1,0.12523581034790138,1
33,USER1,0.1479794859767439,1
34,USER1,0.15943609111747842,1
35,USER1,0.1483305794667496,1
36,USER1,0.13787636183759233,1
37,USER1,0.1498104779526044,1
38,USER1,0.13903222801055193,1
39,USER1,0.16427548406506556,1
40,USER1,0.1373344658619189,0
41,USER1,0.16766317515270762,0
42,USER1,0.14290377666557996,0
43,USER1,0.15704837934491078,0
44,USER1,0.15664855158565766,0
45,USER1,0.16360030563636016,0
46,USER1,0.1731502673685302,0
47,USER1,0.17270929551581637,0
48,USER1,0.1572834185916364,0
49,USER1,0.1569839078663021,0
50,USER1,0.13312863962109786,0
51,USER1,0.15005808415844982,0
52,USER1,0.1620690150514659,0
53,USER1,0.1308835724838148,0
54,USER1,0.14352459334988882,0
55,USER1,0.1422547774615804,0
56,USER1,0.15812274973991497,0
57,USER1,0.13380715786478967,0
58,USER1,0.16525089688547473,0
59,USER1,0.14098214425434516,0
