x,y,timestamp,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz
261.8926,500.10364,147240051,0.7875,0.09574468,0.0,0.0,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
261.8926,500.10364,147240076,0.7875,0.09574468,-0.023147324,-0.046341293,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
261.8926,500.10364,147240093,0.8,0.09574468,1.7611602E-4,-0.002225621,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
269.64062,469.8927,147240110,0.8,0.10638297,376.0942,-1479.4612,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
282.09763,435.74902,147240126,0.7875,0.06382979,775.71594,-2517.7522,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
298.15793,396.82312,147240142,0.7875,0.09574468,1113.479,-3053.0254,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
314.47382,356.22937,147240159,0.77500004,0.12765957,1350.0193,-3359.9832,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
330.2718,318.73877,147240176,0.8,0.08510638,1280.1578,-2972.3835,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
347.5356,272.37695,147240193,0.8,0.06382979,1138.0806,-2619.7908,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
362.4132,227.6648,147240209,0.8,0.10638297,1001.032,-2709.5803,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
378.93317,187.72229,147240226,0.8125,0.12765957,943.4786,-2702.8486,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
391.69382,161.86218,147240243,0.8125,0.06382979,889.48175,-2278.4204,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
402.5411,146.21082,147240259,0.825,0.12765957,690.7663,-1118.0,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
409.17734,141.03003,147240276,0.8125,0.12765957,463.56506,-155.96812,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
412.86755,152.78442,147240293,0.825,0.08510638,160.99765,841.6612,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
410.37338,193.20789,147240310,0.825,0.08510638,-150.58824,2182.3809,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
407.98456,228.97656,147240326,0.8125,0.10638297,-348.91074,3157.8516,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
407.34525,259.37244,147240343,0.825,0.06382979,-378.31616,3332.8,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
410.6477,279.9071,147240360,0.8125,0.12765957,-87.86055,2215.3108,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
415.60785,288.49023,147240376,0.8125,0.12765957,253.80005,717.8735,0.012334692,0.031700477,0.036003113,0.0,0.0,0.0
428.48563,293.67273,147240393,0.8,0.12765957,663.21436,-118.11809,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
454.02234,284.03784,147240410,0.8,0.09574468,1293.634,-709.016,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
483.90424,255.70642,147240427,0.7875,0.09574468,1984.2327,-1570.8525,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
521.3005,212.2378,147240443,0.7875,0.06382979,2572.4988,-2724.4963,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
558.8438,164.18848,147240460,0.7875,0.08510638,2753.443,-3651.327,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
590.8015,127.946655,147240477,0.7875,0.08510638,2469.335,-3515.0625,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
612.917,106.81787,147240493,0.77500004,0.08510638,1857.1093,-2391.7046,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
626.83997,99.58142,147240510,0.7625,0.08510638,1050.4683,-850.1956,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
631.0717,102.764404,147240527,0.7625,0.08510638,194.4006,471.0223,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
631.0688,135.65796,147240544,0.7875,0.10638297,-366.51813,1842.9955,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
619.53455,175.07861,147240560,0.7875,0.09574468,-859.9573,3040.6963,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
603.3623,218.87256,147240577,0.7875,0.07446808,-1275.1049,3640.9788,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
583.6837,262.21606,147240594,0.77500004,0.09574468,-1582.5111,3604.4297,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
563.5656,306.61072,147240610,0.8,0.09574468,-1673.9854,3101.5544,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
546.70874,348.16016,147240627,0.8125,0.12765957,-1402.0238,2702.37,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
533.195,388.74878,147240644,0.8125,0.09574468,-1005.0778,2401.35,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
523.1588,419.77832,147240661,0.825,0.06382979,-640.02826,2059.419,-0.014132246,-0.022639602,0.028801918,0.0,0.0,0.0
