x,y,timestamp,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz
125.43703,510.76575,11216883,0.9125,0.10638297,0.0,0.0,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
125.43703,510.76575,11216906,0.9375,0.12765957,-0.014293781,-0.05887635,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
131.82341,493.73718,11216923,0.9125,0.09574468,475.94208,-1269.0482,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
153.12991,444.7848,11216939,0.90000004,0.12765957,1387.7924,-3316.2512,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
192.85397,360.21838,11216956,0.90000004,0.10638297,2515.0657,-5520.836,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
225.77371,284.5526,11216973,0.8875,0.08510638,2866.2231,-6356.5254,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
255.63168,219.79211,11216989,0.8625,0.09574468,2734.0945,-5944.0986,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
271.50943,180.39441,11217006,0.875,0.08510638,1907.1028,-4265.3335,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
279.22995,164.52844,11217023,0.8875,0.08510638,678.18964,-1610.9791,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
279.88675,169.21436,11217040,0.8875,0.08510638,-327.85114,839.14655,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
267.29376,222.88892,11217056,0.9125,0.08510638,-943.686,2993.4253,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
241.87134,303.94946,11217073,0.9125,0.11702127,-1632.4313,5565.084,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
217.48529,369.69458,11217090,0.95,0.10638297,-2178.3425,6600.861,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
208.86084,405.38232,11217106,0.95,0.12765957,-1822.2942,5276.493,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
210.08435,421.19324,11217123,0.9875,0.09574468,-625.29724,2204.0493,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
231.98724,420.41785,11217140,0.95,0.08510638,921.7367,-643.7287,-0.0011216216,-3.6120415E-4,-0.050382614,0.0,0.0,0.0
291.82022,375.33044,11217157,0.9375,0.08510638,3128.1436,-2711.342,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
357.419,299.13452,11217173,0.9125,0.12765957,4794.785,-4896.773,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
418.6234,220.97961,11217190,0.8875,0.09574468,5402.577,-6420.593,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
466.1062,173.56079,11217207,0.9125,0.09574468,4717.3687,-6055.5127,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
486.11243,154.38416,11217223,0.8875,0.10638297,2600.8613,-3479.4631,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
496.31787,154.30212,11217240,0.9125,0.08510638,571.29095,-333.43274,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
491.80737,198.43274,11217257,0.9375,0.12765957,-940.5168,2787.0586,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
466.06134,273.4043,11217274,0.95,0.11702127,-1973.6669,5171.256,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
432.60498,351.60193,11217290,0.95,0.10638297,-2708.4463,6618.631,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
403.83203,428.74536,11217307,0.96250004,0.10638297,-2973.95,6799.8184,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
386.79813,486.1427,11217324,0.9875,0.10638297,-2306.0166,5328.156,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
385.19928,515.96814,11217340,0.9875,0.12765957,-816.04877,2861.8733,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
396.85336,530.8712,11217357,1.0,0.08510638,650.78534,813.6576,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
447.91394,523.0349,11217374,0.9375,0.10638297,2535.1545,-916.78766,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
512.4351,476.83447,11217391,0.9125,0.08510638,4366.8975,-2789.583,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
566.334,431.4508,11217407,0.9125,0.08510638,5094.9624,-4040.9563,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
602.56036,402.96252,11217424,0.90000004,0.12765957,4282.6567,-3989.8606,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
627.2424,393.84973,11217441,0.90000004,0.09574468,2484.7017,-2496.7422,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
635.2304,393.85376,11217457,0.9125,0.11702127,535.9775,-383.2585,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
640.4056,397.27942,11217474,0.90000004,0.12765957,-500.88303,1115.7118,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
644.821,410.74182,11217491,0.9375,0.09574468,-606.73035,1358.6335,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
645.76764,422.04614,11217507,0.925,0.09574468,-436.06454,1292.4336,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
645.76764,428.49194,11217524,0.9375,0.09574468,-196.56128,983.7614,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
644.8869,431.47754,11217541,0.925,0.09574468,-176.17348,499.1552,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
642.923,433.32874,11217558,0.925,0.09574468,-199.483,19.11982,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
637.4525,437.76978,11217574,0.9375,0.11702127,-276.33673,-111.34299,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
620.3149,448.85974,11217591,0.9375,0.12765957,-712.00574,310.9064,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
602.49695,464.47192,11217608,0.96250004,0.09574468,-1226.3262,830.19946,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
588.9885,483.36658,11217624,0.975,0.10638297,-1356.8152,1267.2167,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
579.0659,505.7146,11217641,0.975,0.12765957,-1092.643,1591.9288,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
580.8837,519.45215,11217658,0.975,0.09574468,-330.70822,1387.2627,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
589.99866,524.702,11217675,0.975,0.09574468,493.37512,772.2997,0.039102703,0.031711042,0.0076932907,0.0,0.0,0.0
617.61884,524.4271,11217691,0.95,0.08510638,1537.6007,-3.0674355,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
648.3961,504.8684,11217708,0.9125,0.11702127,2369.506,-938.601,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
675.07745,472.05566,11217725,0.90000004,0.12765957,2515.0222,-1998.9634,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
696.02826,427.72852,11217741,0.90000004,0.09574468,2050.1448,-3140.661,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
699.25024,410.62378,11217758,0.90000004,0.12765957,804.78094,-2858.3887,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
698.3229,404.27393,11217775,0.9125,0.11702127,-259.62646,-1450.3887,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
689.04425,404.10852,11217792,0.9375,0.12765957,-918.486,136.83136,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
669.51483,420.9746,11217808,0.975,0.08510638,-1412.6439,1277.0823,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
654.11163,449.22705,11217825,0.96250004,0.12765957,-1560.6204,2027.2349,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
651.6622,465.3313,11217842,0.975,0.09574468,-1098.0289,2099.0789,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
658.9944,473.6538,11217858,0.96250004,0.08510638,-159.91083,1571.3518,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
697.8157,480.01685,11217875,0.9375,0.09574468,1559.7616,722.36365,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
752.78,457.17615,11217892,0.9125,0.12765957,3661.7825,-968.8156,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
805.17065,415.49268,11217909,0.925,0.11702127,4528.8574,-2428.5706,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
852.4504,361.05298,11217924,0.925,0.11702127,4420.867,-3710.4321,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
880.63525,316.27454,11217942,0.9125,0.10638297,2689.3745,-4205.546,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
904.58044,270.39575,11217959,0.9125,0.09574468,1404.9951,-3775.0872,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
907.18256,258.12073,11217975,0.9125,0.11702127,208.0803,-2080.2026,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
904.1313,255.89783,11217992,0.96250004,0.10638297,-700.8425,-135.7096,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
876.8097,277.86365,11218009,0.9375,0.08510638,-1628.9894,1429.2048,-7.1783736E-4,0.009368837,0.022154808,0.0,0.0,0.0
