x,y,timestamp,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz
148.92938,507.21167,38154369,0.95,0.12765957,0.0,0.0,-0.097085916,0.12150955,-0.014670372,0.0,0.0,-0.0
148.92938,507.21167,38154388,0.9875,0.12765957,-0.006818147,-0.021957615,-0.097085916,0.12150955,-0.014670372,-6.9653644E-4,-3.0957174E-4,4.643576E-4
148.92938,507.21167,38154404,1.0375,0.12765957,0.0038394777,0.013866797,-0.097085916,0.12150955,-0.014670372,-6.9653644E-4,-3.0957174E-4,4.643576E-4
148.92938,507.21167,38154412,1.0500001,0.12765957,-0.008246936,-0.025316028,-0.097085916,0.12150955,-0.014670372,-6.9653644E-4,-3.0957174E-4,4.643576E-4
148.92938,507.21167,38154454,1.0375,0.12765957,-3.5159386E-4,-5.598195E-4,-0.097085916,0.12150955,-0.014670372,-0.0,-0.0,0.0
148.92938,507.21167,38154471,0.975,0.10638297,0.0054403716,0.020934474,-0.097085916,0.12150955,-0.014670372,-0.0,-0.0,0.0
175.52199,490.4651,38154488,0.9125,0.08510638,852.59174,-526.60364,-0.097085916,0.12150955,-0.014670372,-0.0,-0.0,0.0
192.83188,474.88574,38154505,0.90000004,0.10638297,1481.0562,-1046.6416,-0.097085916,0.12150955,-0.014670372,-0.0,-0.0,0.0
208.90002,458.3545,38154521,0.9125,0.12765957,1642.8762,-1445.0742,-0.097085916,0.12150955,-0.014670372,0.0,0.0,-0.0
224.9285,439.0028,38154538,0.90000004,0.08510638,1371.3882,-1450.0823,-0.097085916,0.12150955,-0.014670372,0.0,0.0,-0.0
241.09363,417.6582,38154555,0.8625,0.12765957,957.46075,-1379.812,-0.097085916,0.12150955,-0.014670372,0.0,0.0,-0.0
254.70374,396.66748,38154571,0.8625,0.08510638,746.7615,-1338.4761,-0.097085916,0.12150955,-0.014670372,0.0,0.0,-0.0
269.8445,373.12854,38154588,0.85,0.10638297,850.7226,-1465.5024,-0.097085916,0.12150955,-0.014670372,0.0,0.0,0.0
284.4902,347.0946,38154605,0.85,0.06382979,839.2459,-1564.1829,-0.097085916,0.12150955,-0.014670372,0.0,0.0,0.0
304.0313,307.72925,38154622,0.85,0.10638297,998.37823,-2016.8015,-0.097085916,0.12150955,-0.014670372,0.0,0.0,0.0
