,user,feature,target
0,USER1,0.13186897708502288,1
1,USER1,0.15318881750194074,1
2,USER1,0.11372670466498229,1
3,USER1,0.12871405499601182,1
4,USER1,0.13384044489536182,1
5,USER1,0.16308066174880262,1
6,USER1,0.10378946326412176,1
7,USER1,0.14249293558563106,1
8,USER1,0.13545118754593494,1
9,USER1,0.18056689660802297,1
10,USER1,0.10417907176589689,1
11,USER1,0.12043695909327744,1
12,USER1,0.1167073261415656,1
13,USER1,0.12139410852072063,1
14,USER1,0.12992501993047145,1
15,USER1,0.1317025841567014,1
16,USER1,0.15868122809860513,1
17,USER1,0.11674348700012262,1
18,USER1,0.13265586730221174,1
19,USER1,0.13402055767134716,1
20,USER1,0.14763779567624918,1
21,USER1,0.12538281661014317,1
22,USER1,0.11717137831040349,1
23,USER1,0.127827711160556,1
24,USER1,0.11524706455164557,1
25,USER1,0.1545631362520167,1
26,USER1,0.12255487931614881,1
27,USER1,0.13721268407960094,1
28,USER1,0.10693841038276895,1
29,USER1,0.1269340347209469,1
30,USER1,0.11012483146080305,1
31,USER1,0.1354939581438809,1
32,USER1,0.1447151229266598,1
33,USER1,0.12634802318428687,1
34,USER1,0.12948207822142038,1
35,USER1,0.16169180607454192,1
36,USER1,0.1226933993546333,1
37,USER1,0.13957324721200334,1
38,USER1,0.1179043900166731,1
39,USER1,0.13058764427429614,1
40,USER1,0.1195806481030002,0
41,USER1,0.17961193580992316,0
42,USER1,0.1495998406976039,0
43,USER1,0.15254467103806585,0
44,USER1,0.172333557396454,0
45,USER1,0.15715296218296726,0
46,USER1,0.1600705333867563,0
47,USER1,0.14689986388886606,0
48,USER1,0.1461561206078375,0
49,USER1,0.13167205966952497,0
50,USER1,0.09588425078146201,0
51,USER1,0.14642274692883073,0
52,USER1,0.1535765323409884,0
53,USER1,0.12770427986724683,0
54,USER1,0.12986875389441543,0
55,USER1,0.12806059837991154,0
56,USER1,0.1575131919807099,0
57,USER1,0.1203957957380934,0
58,USER1,0.14765246535106727,0
59,USER1,0.11632132488854095,0
0,USER10,0.14833547266759678,1
1,USER10,0.12688736719640464,1
2,USER10,0.1318465564205778,1
3,USER10,0.12364167165973172,1
4,USER10,0.12251006498601379,1
5,USER10,0.1480325473489461,1
6,USER10,0.11900228112936467,1
7,USER10,0.12151541769201736,1
8,USER10,0.14861289549704554,1
9,USER10,0.12560830769325645,1
10,USER10,0.1332363740712053,1
11,USER10,0.10554418996950098,1
12,USER10,0.11650431365514162,1
13,USER10,0.1379884784822951,1
14,USER10,0.14357933121839922,1
15,USER10,0.1132538598930436,1
16,USER10,0.12079214372492796,1
17,USER10,0.11273703931245724,1
18,USER10,0.12901125858320964,1
19,USER10,0.1396007438596085,1
20,USER10,0.16550921582743275,1
21,USER10,0.14156124228552372,1
22,USER10,0.14293477203762622,1
23,USER10,0.1231429826891196,1
24,USER10,0.13306361419110818,1
25,USER10,0.13590385985494816,1
26,USER10,0.13939188031324967,1
27,USER10,0.15588553870180696,1
28,USER10,0.11100355320591579,1
29,USER10,0.11226115987689404,1
30,USER10,0.13502278563841355,1
31,USER10,0.1278679316310993,1
32,USER10,0.13600686245392654,1
33,USER10,0.1306678502107065,1
34,USER10,0.1337847227368917,1
35,USER10,0.14049899527300422,1
36,USER10,0.1654368143451131,1
37,USER10,0.1239493621000508,1
38,USER10,0.13266571107116995,1
39,USER10,0.11800441916653578,1
40,USER10,0.16266603562944867,0
41,USER10,0.1572885751709925,0
42,USER10,0.13453550579120996,0
43,USER10,0.15127224430524064,0
44,USER10,0.17329124388652,0
45,USER10,0.15427469059037047,0
46,USER10,0.17008339706991482,0
47,USER10,0.156671699083814,0
48,USER10,0.14115982856517034,0
49,USER10,0.16273639725718733,0
50,USER10,0.20793433517386076,0
51,USER10,0.16896931394864814,0
52,USER10,0.20152913889823362,0
53,USER10,0.16804655398975324,0
54,USER10,0.17263221112277727,0
55,USER10,0.16180782751614017,0
56,USER10,0.17261875335515078,0
57,USER10,0.1449999729373262,0
58,USER10,0.18951097056130248,0
59,USER10,0.14743507716199547,0
0,USER11,0.11065688401618122,1
1,USER11,0.12882338952582734,1
2,USER11,0.10242978453152944,1
3,USER11,0.10980969866900306,1
4,USER11,0.09731592952996794,1
5,USER11,0.09704124094283746,1
6,USER11,0.0929529092140461,1
7,USER11,0.09500371041569332,1
8,USER11,0.09165770049767842,1
9,USER11,0.11940079152339594,1
10,USER11,0.09562138917777199,1
11,USER11,0.10015935942357687,1
12,USER11,0.11451983201026437,1
13,USER11,0.11063556499034989,1
14,USER11,0.10637912771151459,1
15,USER11,0.09676689460691291,1
16,USER11,0.11304802763027877,1
17,USER11,0.09823350714202302,1
18,USER11,0.09356427094036286,1
19,USER11,0.11522405284457653,1
20,USER11,0.12261002159783291,1
21,USER11,0.09876276673572988,1
22,USER11,0.09414014746458085,1
23,USER11,0.10210759969610826,1
24,USER11,0.1166905895645495,1
25,USER11,0.10276687547927346,1
26,USER11,0.08850429610411929,1
27,USER11,0.10485666035408829,1
28,USER11,0.10786767296369933,1
29,USER11,0.09894991645617357,1
30,USER11,0.10386493019349176,1
31,USER11,0.0982944596495814,1
32,USER11,0.10568168124303826,1
33,USER11,0.0999178330834629,1
34,USER11,0.10815058594188362,1
35,USER11,0.10753820097894953,1
36,USER11,0.10664168459246938,1
37,USER11,0.11329186288637208,1
38,USER11,0.12265802124479408,1
39,USER11,0.10519221516870601,1
40,USER11,0.09180769800199291,0
41,USER11,0.11259147998666993,0
42,USER11,0.12225895998994667,0
43,USER11,0.11970705099812315,0
44,USER11,0.14336308862410244,0
45,USER11,0.1261470328171344,0
46,USER11,0.12439765256080347,0
47,USER11,0.10261561725212533,0
48,USER11,0.12132754625507444,0
49,USER11,0.11112795767376497,0
50,USER11,0.1048450170754714,0
51,USER11,0.1007430115942692,0
52,USER11,0.09682989491356991,0
53,USER11,0.09176597484066933,0
54,USER11,0.10232670091497648,0
55,USER11,0.11674481332885797,0
56,USER11,0.11197811148131308,0
57,USER11,0.10212279521205438,0
58,USER11,0.09639368825567117,0
59,USER11,0.10989715300107566,0
0,USER12,0.12311883627648228,1
1,USER12,0.10241513561682584,1
2,USER12,0.11912457907119273,1
3,USER12,0.125082051338799,1
4,USER12,0.12065641630412205,1
5,USER12,0.1523904636423271,1
6,USER12,0.13174545966731938,1
7,USER12,0.12001631850238881,1
8,USER12,0.12654133187130018,1
9,USER12,0.15364997895190216,1
10,USER12,0.11465782077048813,1
11,USER12,0.10884808712831807,1
12,USER12,0.1238650849839805,1
13,USER12,0.12670538218342556,1
14,USER12,0.13228283155531861,1
15,USER12,0.13953612420581082,1
16,USER12,0.16283949910394366,1
17,USER12,0.11932824628704712,1
18,USER12,0.12374083664626406,1
19,USER12,0.13572105413077276,1
20,USER12,0.1393643673485134,1
21,USER12,0.12771721521946378,1
22,USER12,0.1271793546065962,1
23,USER12,0.11766154062249652,1
24,USER12,0.12371328392986582,1
25,USER12,0.12943766058921033,1
26,USER12,0.13041675497540847,1
27,USER12,0.13733755949074877,1
28,USER12,0.11823619663562229,1
29,USER12,0.11731997229446994,1
30,USER12,0.1144148901928604,1
31,USER12,0.13748985533740365,1
32,USER12,0.1274899730872763,1
33,USER12,0.11044085446683784,1
34,USER12,0.14442452317372564,1
