x,y,timestamp,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz
325.87177,318.849,149269045,1.3375,0.12765957,0.0,0.0,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
325.87177,318.849,149269078,1.2125,0.12765957,-0.016199965,-0.016581234,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
338.6823,358.45215,149269095,1.0125,0.10638297,825.9525,2553.3838,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
344.5056,388.5735,149269111,0.9875,0.10638297,814.1185,3081.6357,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
352.01154,429.81384,149269128,0.96250004,0.08510638,742.6923,3394.532,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
357.90802,462.4568,149269145,0.925,0.12765957,609.3525,3163.7935,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
361.00702,478.79553,149269161,0.875,0.09574468,307.22253,2100.9404,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
364.63034,487.6897,149269178,0.825,0.09574468,67.1267,447.79684,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
373.84927,492.7157,149269195,0.71250004,0.10638297,233.35771,-224.1352,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
385.85226,490.3302,149269207,0.1875,0.07446808,505.05112,-537.7529,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
385.85226,490.3302,149269213,0.1875,0.07446808,505.05112,-537.7529,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
255.89456,289.52844,149269351,1.3875,0.14893617,0.0,0.0,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
255.89456,289.52844,149269379,1.35,0.12765957,-0.0035018437,-0.0037923094,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
291.251,264.0016,149269395,0.975,0.09574468,2532.9016,-1877.4692,0.025170095,-0.008238316,0.03839779,0.0,0.0,0.0
345.5313,238.67603,149269412,1.0125,0.11702127,4174.9517,-2316.469,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
393.6281,220.90991,149269429,0.9875,0.09574468,4517.1987,-2052.1384,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
435.12228,217.17566,149269445,0.8875,0.10638297,4101.9365,-1342.9631,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
451.33093,224.66772,149269455,0.475,0.12765957,3068.848,-167.78656,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
451.33093,224.66772,149269463,0.475,0.12765957,3068.848,-167.78656,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
340.36707,453.9015,149269560,1.2375001,0.12765957,0.0,0.0,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
340.36707,453.9015,149269579,1.3000001,0.12765957,-0.024157105,-0.033466566,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
340.36707,453.9015,149269596,1.25,0.12765957,-0.03214184,-0.041518547,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
384.57056,433.01562,149269613,1.0,0.10638297,2617.5068,-1204.5046,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
426.59805,405.12378,149269629,0.96250004,0.14893617,3603.5928,-2039.5548,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
456.72192,381.7473,149269646,0.975,0.09574468,3436.4175,-2228.833,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
477.5119,364.4386,149269663,0.925,0.12765957,2403.689,-1897.7808,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
492.9179,351.56165,149269679,0.9125,0.10638297,1104.2998,-1172.7317,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
500.24908,347.30066,149269696,0.96250004,0.10638297,-13.931367,-272.31647,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
502.85657,348.2074,149269713,1.0375,0.10638297,-227.77783,253.1158,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
505.52075,359.81482,149269730,0.975,0.09574468,-278.8424,747.3486,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
507.53076,384.2588,149269746,1.0125,0.10638297,-221.89433,1476.0198,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
510.8496,407.25305,149269763,1.0125,0.10638297,-38.503098,1948.2255,-0.043863922,0.009409338,-0.13728142,0.0,0.0,0.0
